Title,Service_Request_Count
VWITS_REQ10425131 : VWITS - Server Requisition/Change Request- requester details.,1
VWITS_REQ10407341 : VW IT Software Requisition Request_RR21070951,1
VWITS_REQ10408312 : VW IT Software Requisition Request_ ALM Client Launcher 4.5,1
VWITS_REQ10408365 : VW IT Software Requisition Request,1
VWITS_REQ10408694 : VW IT Software Requisition Request,1
VWITS_REQ10430065 : VW IT Software Requisition Request,1
VWITS_REQ10431313 : VW IT Software Requisition Request,1
VWITS_REQ10431370 : VW IT Software Requisition Request,1
VWITS_REQ10431390 : VW IT Software Requisition Request,1
VWITS_REQ10431437 : VW IT Software Requisition Request,1
VWITS_REQ10431461 : VWITS DLAD Server Admin Account Access Request,1
VWITS_REQ10431521 : VW IT Software Requisition Request,1
VWITS_REQ10431546 : VW IT Software Requisition Request,1
VWITS_REQ10432357 : VW IT Software Requisition Request,1
VWITS_REQ10432461 : VW IT Software Requisition Request,1
VWITS_REQ10432535 : VW IT Software Requisition Request,1
VWITS_REQ10432651 : VW IT Software Requisition Request,1
VWITS_REQ10414184 : VW IT Software Requisition Request,1
VWITS_REQ10414451 : VW IT Software Requisition Request,1
VWITS_REQ10414806 : VW IT Software Requisition Request,1
VWITS_REQ10415147 : VW IT Software Requisition Request,1
VWITS_REQ10433404 : VW IT Software Requisition Request,1
VWITS_REQ10433912 : VW IT Software Requisition Request,1
VWITS_REQ10435026 : VW IT Software Requisition Request,1
VWITS_REQ10435661 : VW IT Software Requisition Request,1
VWITS_REQ10435862 : VW IT Software Requisition Request,1
VWITS_REQ10436307 : VW IT Software Requisition Request_maven latest,1
VWITS_REQ10436442 : VW IT Software Requisition Request,1
VWITS_REQ10437638 : VW IT Software Requisition Request,1
VWITS_REQ10439742 : VW IT Software Requisition Request,1
VWITS_REQ10439755 : VW IT Software Requisition Request,1
VWITS_REQ10440054 : VW IT Software Requisition Request,1
VWITS_REQ10440368 : VW IT Software Requisition Request,1
VWITS_REQ10427006 : VW IT Software Requisition Request,1
VWITS_REQ10427019 : VW IT Software Requisition Request,1
VWITS_REQ10427080 : W IT Software Requisition Request,1
VWITS_REQ10427469 : VW IT Software Requisition Request,1
VWITS_REQ10441553 : VW IT Software Requisition Request,1
VWITS_REQ10441939 : VW IT Software Requisition Request,1
VWITS_REQ10442218 : VW IT Software Requisition Request,1
VWITS_REQ10442533 : VW IT Software Requisition Request,1
VWITS_REQ10442701 : VW IT Software Requisition Request,1
VWITS_REQ10443651 : VW IT Software Requisition Request,1
VWITS_REQ10443806 : VW IT Software Requisition Request,1
VWITS_REQ10443891 : VW IT Software Requisition Request,1
VWITS_REQ10443958 : VW IT Software Requisition Request,1
VWITS_REQ10444056 : VW IT Software Requisition Request,1
VWITS_REQ10444985 : VW IT Software Requisition Request,1
VWITS_REQ10445234 : VW IT Software Requisition Request,1
VWITS_REQ10432653 : VW IT Software Requisition Request,1
VWITS_REQ10432707 : VW IT Software Requisition Request,1
VWITS_REQ10432787 : VW IT Software Requisition Request,1
VWITS_REQ10432934 : VW IT Software Requisition Request,1
VWITS_REQ10447555 : VW IT Software Requisition Request,1
VWITS_REQ10447560 : VW IT Software Requisition Request,1
VWITS_REQ10447564 : VW IT Software Requisition Request,1
VWITS_REQ10447567 : VW IT Software Requisition Request,1
VWITS_REQ10447615 : VW IT Software Requisition Request,1
VWITS_REQ10447656 : VW IT Software Requisition Request,1
VWITS_REQ10447667 : VW IT Software Requisition Request,1
VWITS_REQ10448092 : VW IT Software Requisition Request,1
VWITS_REQ10448179 : VW IT Software Requisition Request,1
VWITS_REQ10448531 : VW IT Software Requisition Request,1
VWITS_REQ10449108 : VW IT Software Requisition Request,1
VWITS_REQ10449401 : VW IT Software Requisition Request,1
VWITS_REQ10450480 : VW IT Software Requisition Request,1
VWITS_REQ10441333 : VW IT Software Requisition Request,1
VWITS_REQ10441442 : VW IT Software Requisition Request,1
VWITS_REQ10441488 : VW IT Software Requisition Request,1
VWITS_REQ10451320 : VW IT Software Requisition Request,1
VWITS_REQ10451369 : VW IT Software Requisition Request,1
VWITS_REQ10451704 : VW IT Software Requisition Request,1
VWITS_REQ10451783 : VW IT Software Requisition Request,1
VWITS_REQ10452353 : VW IT Software Requisition Request,1
VWITS_REQ10452365 : VW IT Software Requisition Request,1
VWITS_REQ10454054 : VW IT Software Requisition Request,1
VWITS_REQ10454482 : VW IT Software Requisition Request,1
VWITS_REQ10454576 : VW IT Software Requisition Request,1
VWITS_REQ10454849 : VW IT Software Requisition Request,1
VWITS_REQ10455306 : VW IT Software Requisition Request,1
VWITS_REQ10455352 : VW IT Software Requisition Request,1
VWITS_REQ10455382 : VW IT Software Requisition Request,1
VWITS_REQ10445325 : VW IT Software Requisition Request,1
VWITS_REQ10447431 : VW IT Software Requisition Request,1
VWITS_REQ10447499 : VW IT Software Requisition Request,1
VWITS_REQ10457848 : VW IT Software Requisition Request,1
VWITS_REQ10457850 : VW IT Software Requisition Request,1
VWITS_REQ10458269 : VW IT Software Requisition Request,1
VWITS_REQ10458763 : VW IT Software Requisition Request,1
VWITS_REQ10463637 : VW IT Software Requisition Request,1
VWITS_REQ10463650 : VW IT Software Requisition Request,1
VWITS_REQ10463871 : VW IT Software Requisition Request,1
VWITS_REQ10463951 : VW IT Software Requisition Request,1
VWITS_REQ10464386 : VW IT Software Requisition Request,1
VWITS_REQ10464888 : VW IT Software Requisition Request,1
VWITS_REQ10465543 : VW IT Software Requisition Request,1
VWITS_REQ10465688 : VW IT Software Requisition Request,1
VWITS_REQ10466001 : VW IT Software Requisition Request,1
VWITS_REQ10450759 : VW IT Software Requisition Request,1
VWITS_REQ10450794 : VW IT Software Requisition Request,1
VWITS_REQ10451144 : VW IT Software Requisition Request,1
VWITS_REQ10467778 : VW IT Software Requisition Request,1
VWITS_REQ10468004 : VW IT Software Requisition Request,1
VWITS_REQ10468409 : VW IT Software Requisition Request,1
VWITS_REQ10468530 : VW IT Software Requisition Request,1
VWITS_REQ10469478 : VW IT Software Requisition Request,1
VWITS_REQ10469661 : VW IT Software Requisition Request,1
VWITS_REQ10471293 : VW IT Software Requisition Request,1
VWITS_REQ10471335 : VW IT Software Requisition Request,1
VWITS_REQ10471339 : VWITS DLAD Server Admin Account Access Request,1
VWITS_REQ10471442 : VW IT Software Requisition Request,1
VWITS_REQ10471701 : VW IT Software Requisition Request,1
VWITS_REQ10471744 : VW IT Software Requisition Request,1
VWITS_REQ10471750 : VW IT Software Requisition Request,1
VWITS_REQ10455705 : VW IT Software Requisition Request,1
VWITS_REQ10456062 : VW IT Software Requisition Request,1
VWITS_REQ10457841 : VW IT Software Requisition Request,1
VWITS_REQ10472132 : VW IT Software Requisition Request,1
VWITS_REQ10472161 : VW IT Software Requisition Request,1
VWITS_REQ10472399 : VW IT Software Requisition Request,1
VWITS_REQ10472729 : VW IT Software Requisition Request,1
VWITS_REQ10473384 : VW IT Software Requisition Request,1
VWITS_REQ10473711 : VW IT Software Requisition Request,1
VWITS_REQ10473826 : VW IT Software Requisition Request,1
VWITS_REQ10473873 : VW IT Software Requisition Request,1
VWITS_REQ10473956 : VW IT Software Requisition Request,1
VWITS_REQ10474485 : VW IT Software Requisition Request,1
VWITS_REQ10476061 : VW IT Software Requisition Request,1
VWITS_REQ10476063 : VW IT Software Requisition Request,1
VWITS_REQ10476477 : VW IT Software Requisition Request,1
VWITS_REQ10466341 : VW IT Software Requisition Request,1
VWITS_REQ10467400 : VW IT Software Requisition Request,1
VWITS_REQ10467685 : VW IT Software Requisition Request,1
VWITS_REQ10479072 : VW IT Software Requisition Request,1
VWITS_REQ10479086 : VW IT Software Requisition Request,1
VWITS_REQ10479116 : VW IT Software Requisition Request,1
VWITS_REQ10479118 : VW IT Software Requisition Request,1
VWITS_REQ10479321 : VW IT Software Requisition Request,1
VWITS_REQ10479360 : VW IT Software Requisition Request,1
VWITS_REQ10479378 : VW IT Software Requisition Request,1
VWITS_REQ10479802 : VW IT Software Requisition Request,1
VWITS_REQ10479875 : VW IT Software Requisition Request,1
VWITS_REQ10479928 : VW IT Software Requisition Request,1
VWITS_REQ10481297 : VW IT Software Requisition Request,1
VWITS_REQ10481370 : VW IT Software Requisition Request,1
VWITS_REQ10482332 : VW IT Software Requisition Request,1
VWITS_REQ10471851 : VW IT Software Requisition Request,1
VWITS_REQ10472034 : VW IT Software Requisition Request,1
VWITS_REQ10472078 : VW IT Software Requisition Request,1
VWITS_REQ10484092 : VW IT Software Requisition Request,1
VWITS_REQ10485711 : VW IT Software Requisition Request,1
VWITS_REQ10486033 : VW IT Software Requisition Request,1
VWITS_REQ10486038 : VW IT Software Requisition Request,1
VWITS_REQ10486103 : VW IT Software Requisition Request,1
VWITS_REQ10486136 : VW IT Software Requisition Request,1
VWITS_REQ10486198 : VW IT Software Requisition Request,1
VWITS_REQ10486323 : VW IT Software Requisition Request,1
VWITS_REQ10486372 : VW IT Software Requisition Request,1
VWITS_REQ10486488 : VW IT Software Requisition Request,1
VWITS_REQ10486646 : VW IT Software Requisition Request,1
VWITS_REQ10486815 : VW IT Software Requisition Request,1
VWITS_REQ10487646 : VW IT Software Requisition Request,1
VWITS_REQ10476875 : VW IT Software Requisition Request,1
VWITS_REQ10478770 : VW IT Software Requisition Request,1
VWITS_REQ10479031 : VW IT Software Requisition Request,1
VWITS_REQ10489196 : VW IT Software Requisition Request,1
VWITS_REQ10490730 : VW IT Software Requisition Request,1
VWITS_REQ10491002 : VW IT Software Requisition Request,1
VWITS_REQ10492141 : VW IT Software Requisition Request,1
VWITS_REQ10493336 : VW IT Software Requisition Request,1
VWITS_REQ10493395 : VW IT Software Requisition Request,1
VWITS_REQ10493399 : VW IT Software Requisition Request,1
VWITS_REQ10493425 : VW IT Software Requisition Request,1
VWITS_REQ10493580 : VW IT Software Requisition Request,1
VWITS_REQ10494081 : VW IT Software Requisition Request,1
VWITS_REQ10494138 : VW IT Software Requisition Request,1
VWITS_REQ10494295 : VW IT Software Requisition Request,1
VWITS_REQ10494700 : VW IT Software Requisition Request,1
VWITS_REQ10482481 : VW IT Software Requisition Request,1
VWITS_REQ10482800 : VW IT Software Requisition Request,1
VWITS_REQ10482825 : VW IT Software Requisition Request,1
VWITS_REQ10496948 : VW IT Software Requisition Request,1
VWITS_REQ10497247 : VW IT Software Requisition Request,1
VWITS_REQ10497834 : VW IT Software Requisition Request,1
VWITS_REQ10502106 : VW IT Software Requisition Request,1
VWITS_REQ10502617 : VW IT Software Requisition Request_Docker Desktop 20.1,1
VWITS_REQ10503090 : VW IT Software Requisition Request,1
VWITS_REQ10504188 : VW IT Software Requisition Request,1
VWITS_REQ10504327 : VW IT Software Requisition Request,1
VWITS_REQ10504398 : VW IT Software Requisition Request,1
VWITS_REQ10504881 : VW IT Software Requisition Request,1
VWITS_REQ10506089 : VW IT Software Requisition Request,1
VWITS_REQ10506136 : VW IT Software Requisition Request,1
VWITS_REQ10507498 : VW IT Software Requisition Request,1
VWITS_REQ10488279 : VW IT Software Requisition Request,1
VWITS_REQ10488322 : VW IT Software Requisition Request,1
VWITS_REQ10488566 : VW IT Software Requisition Request,1
VWITS_REQ10510154 : VW IT Software Requisition Request,1
VWITS_REQ10510232 : VW IT Software Requisition Request,1
VWITS_REQ10511017 : VW IT Software Requisition Request,1
VWITS_REQ10511234 : VW IT Software Requisition Request,1
VWITS_REQ10511264 : VW IT Software Requisition Request,1
VWITS_REQ10511326 : VW IT Software Requisition Request,1
VWITS_REQ10511643 : VW IT Software Requisition Request,1
VWITS_REQ10512883 : VW IT Software Requisition Request,1
VWITS_REQ10513102 : VW IT Software Requisition Request,1
VWITS_REQ10513390 : VW IT Software Requisition Request,1
VWITS_REQ10513454 : VWITS DLAD Server Admin Account Access Request,1
VWITS_REQ10513581 : VW IT Software Requisition Request,1
VWITS_REQ10514262 : VW IT Software Requisition Request,1
VWITS_REQ10494938 : VW IT Software Requisition Request,1
VWITS_REQ10496401 : VW IT Software Requisition Request,1
VWITS_REQ10496921 : VW IT Software Requisition Request,1
VWITS_REQ10515628 : VW IT Software Requisition Request,1
VWITS_REQ10517624 : VW IT Software Requisition Request,1
VWITS_REQ10517655 : VW IT Software Requisition Request,1
VWITS_REQ10517977 : VW IT Software Requisition Request,1
VWITS_REQ10517987 : VW IT Software Requisition Request,1
VWITS_REQ10518089 : VW IT Software Requisition Request,1
VWITS_REQ10518457 : VW IT Software Requisition Request,1
VWITS_REQ10519218 : VW IT Software Requisition Request,1
VWITS_REQ10520771 : VW IT Software Requisition Request,1
VWITS_REQ10521128 : VW IT Software Requisition Request_ ollama 3,1
VWITS_REQ10521478 : VW IT Software Requisition Request,1
VWITS_REQ10521636 : VW IT Software Requisition Request,1
VWITS_REQ10521778 : VW IT Software Requisition Request,1
VWITS_REQ10507607 : VW IT Software Requisition Request,1
VWITS_REQ10508644 : VW IT Software Requisition Request,1
VWITS_REQ10508714 : VW IT Software Requisition Request,1
VWITS_REQ10524660 : VW IT Software Requisition Request,1
VWITS_REQ10524827 : VW IT Software Requisition Request,1
VWITS_REQ10525723 : VW IT Software Requisition Request,1
VWITS_REQ10526467 : VW IT Software Requisition Request,1
VWITS_REQ10526578 : VW IT Software Requisition Request,1
VWITS_REQ10526725 : VW IT Software Requisition Request,1
VWITS_REQ10527074 : VW IT Software Requisition Request,1
VWITS_REQ10527282 : VW IT Software Requisition Request,1
VWITS_REQ10527397 : VW IT Software Requisition Request,1
VWITS_REQ10527557 : VW IT Software Requisition Request,1
VWITS_REQ10527911 : VW IT Software Requisition Request,1
VWITS_REQ10528147 : VW IT Software Requisition Request,1
VWITS_REQ10528269 : VW IT Software Requisition Request,1
VWITS_REQ10514341 : VW IT Software Requisition Request,1
VWITS_REQ10514701 : VW IT Software Requisition Request,1
VWITS_REQ10515403 : VW IT Software Requisition Request,1
VWITS_REQ10530104 : VW IT Software Requisition Request,1
VWITS_REQ10531565 : VW IT Software Requisition Request,1
VWITS_REQ10531699 : VW IT Software Requisition Request,1
VWITS_REQ10531829 : VW IT Software Requisition Request,1
VWITS_REQ10531954 : VW IT Software Requisition Request,1
VWITS_REQ10534164 : VW IT Software Requisition Request,1
VWITS_REQ10534209 : VW IT Software Requisition Request,1
VWITS_REQ10534223 : VW IT Software Requisition Request,1
VWITS_REQ10534236 : VW IT Software Requisition Request,1
VWITS_REQ10534248 : VW IT Software Requisition Request,1
VWITS_REQ10534249 : VW IT Software Requisition Request,1
VWITS_REQ10534295 : VW IT Software Requisition Request,1
VWITS_REQ10534297 : VW IT Software Requisition Request,1
VWITS_REQ10521797 : VW IT Software Requisition Request,1
VWITS_REQ10521934 : VW IT Software Requisition Request,1
VWITS_REQ10524656 : VW IT Software Requisition Request,1
VWITS_REQ10528571 : VW IT Software Requisition Request,1
VWITS_REQ10528596 : VW IT Software Requisition Request,1
VGDS_ Request for software installation,1
VGDS_ VSC installation,1
VGDS_#A2# [CM1763124613] SECURITY ADVISORY; Trellix - Agent - bypassing security measures; Version 1; Priority 2,1
VGDS_MS Office Package under SCCM in the VGDS[INDIA] LEMI 9790,1
VGDS_MS Office Pkg under SCCM,1
VGDS_Need to configure smart ID application.,1
VGDS_New laptop Configuration request.,1
VW IT Software Request,1
VW IT Software Requisition Request Java Development Kit 8,1
VWAG_COCOA_RDR (for LSO) resource access V:VWAG_COCOADEV_RDR,1
VWD0KCQ6OITS_REQ11168104 : VW IT Software Requisition Request,1
VGDS-Need to install virtual smart card,1
VGDS-New Apple iPhone configuration.,1
VGDS-New iPhone configuration,1
VWITS_REQ10534325 : VW IT Software Requisition Request,1
VWITS_REQ10534335 : VW IT Software Requisition Request,1
VWITS_REQ10537003 : VW IT Software Requisition Request,1
VWITS_REQ10541421 : VW IT Software Requisition Request,1
VWITS_REQ10543947 : VW IT Software Requisition Request,1
VWITS_REQ10544277 : VW IT Software Requisition Request,1
VWITS_REQ10547226 : VW IT Software Requisition Request,1
VWITS_REQ10547415 : VW IT Software Requisition Request,1
VWITS_REQ10548257 : VW IT Software Requisition Request,1
VWITS_REQ10548568 : VW IT Software Requisition Request,1
VWITS_REQ10549093 : VW IT Software Requisition Request,1
VWITS_REQ10550129 : VW IT Software Requisition Request,1
VWITS_REQ10551557 : VW IT Software Requisition Request,1
VWITS_REQ10551774 : VW IT Software Requisition Request,1
