Title,Service_Request_Count,Percentage
VWITS_RE: Delete old host name in AD,1,0.0
VWITS_REQ10000168 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10000170 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10000177 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10000182 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10000189 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10000196 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10001058 : VW IT Software Requisition Request_Python 3.14,1,0.0
VWITS_REQ10002029 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10002037 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10002180 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10003135 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10004104 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10004231 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10005227 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10005770 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10006116 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10006941 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10008643 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10008703 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10008723 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10008898 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10008977 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10009559 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10010078 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10010192 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10010268 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10010305 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10010991 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10011054 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10011101 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10011364 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10011987 : VW IT Software Requisition Request_Spark 3.5.3,1,0.0
VWITS_REQ10012016 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10012038 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10012081 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10012137 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10012684 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10012766 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10012867 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10012943 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10013056 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10013443 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10013846 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10014192 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10014231 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10014374 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10014431 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10014528 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10014611 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10014873 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10015368 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10015498 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10015578 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10015645 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10016824 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10016853 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10016888 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10016890 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10016899 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10016915 : VW IT Software Requisition Request_no software name,1,0.0
VWITS_REQ10016921 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10016935 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10016961 : VW IT Software Requisition Request,1,0.0
"VWITS_REQ10016991 : VW IT Software Requisition Request nodejs 18, git  2.47.1",1,0.0
VWITS_REQ10017031 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10017132 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10017296 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10017407 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10018137 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10018309 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10018626 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10019317 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10019462 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10020114 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10020157 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10020561 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10020746 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10021196 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10021531 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10021747 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10021864 VW IT Software Requisition Request,1,0.0
VWITS_REQ10024040 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10024154 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10024478 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10024548 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10025213 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10025916 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10026892 : VWITS DLAD Server Admin Account Access Request,1,0.0
VWITS_REQ10027330 : VW IT Software Requisition Request_java JDK 17,1,0.0
VWITS_REQ10027822 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10027959 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10028207 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10028221 : VWITS DLAD Server Admin Account Access Request,1,0.0
VWITS_REQ10029143 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10029479 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10029643 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10030542 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10030637 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10030786 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10031648 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10031701 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10031716 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10031717 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10031741 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10031792 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10031794 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10032075 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10032169 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10032302 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10032507 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10032812 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10032995 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10033305 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10033307 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10033335 : VW IT Software Requisition Request_DB2 11.5 Community,1,0.0
VWITS_REQ10033854 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10034312 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10034855 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10035008 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10035119 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10035632 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10035885 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10036140 : VW IT Software Requisition Request_AWS Command Line Interface 2.24 AWS SSM Plugin 1.2,1,0.0
VWITS_REQ10036663 : VW IT Software Requisition Request_SAP GUI 7.70 7,1,0.0
VWITS_REQ10041099 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10041226 : VWITS DLAD Server Admin Account Access Request,1,0.0
VWITS_REQ10041300 : VWITS - Server Requisition/Change Request- requester details.,1,0.0
VWITS_REQ10041345 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10041662 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10041667 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10043318 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10044624 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10045187 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10045248 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10045497 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10045606 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10048566 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10048828 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10048854 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10048867 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10048879 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10048889 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10048895 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10048898 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10048900 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10049288 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10049347 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10049352 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10049392 : VW IT Software Requisition Request_Citrix Workspace Latest,1,0.0
VWITS_REQ10050975 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10051259 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10051314 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10051324 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10052071 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10052191 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10052227 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10052326 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10052479 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10052488 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10052718 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10053008 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10053032 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10053475 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10053742 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10056596 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10056633 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10056644 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10056662 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10056668 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10056713 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10056734 : VW IT Software Requisition Request_Citrix Workspace 2409.01,1,0.0
VWITS_REQ10056741 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10056806 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10056811 : VW IT Software Requisition Request_Python 3.12.1 Ubuntu 24.04 Terraform 1.10.3 Terraform extension for vs code 2.34.2 git 2.47.1 windows subsystem for linux 2.3.26 opentofu 1.8.6,1,0.0
VWITS_REQ10056929 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10057323 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10057436 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10057465 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10058036 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10058135 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10058222 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10058285 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10058586 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10058679 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10058927 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10059465 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10059529 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10060161 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10060234 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10061122 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10061235 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10061517 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10061651 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10064805 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10064862 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10065159 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10065229 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10065263 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10065269 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10065307 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10065552 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10065900 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10065917 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10066945 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10066946 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10067034 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10067089 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10067154 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10067379 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10067472 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10067763 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10068123 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10068310 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10068711 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10070745 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10073542 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10073773 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10073827 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10073865 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10074230 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10074278 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10075422 : VW IT Software Requisition Request_Gradle 8.11,1,0.0
VWITS_REQ10075977 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10076142 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10076427 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10076462 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10076868 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10076967 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10077042 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10077059 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10077476 : VWITS - Server Requisition/Change Request- requester details.,1,0.0
VWITS_REQ10077749 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10077925 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10082595 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10083261 : VWITS - Server Requisition/Change Request- requester details.,1,0.0
VWITS_REQ10083283 : VW IT Software Requisition Request_MY SQL installer,1,0.0
VWITS_REQ10083453 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10084405 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10085159 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10085887 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10085951 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10086013 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10086529 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10086628 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10086986 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10087855 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10088022 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10088850 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10089087 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10091768 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10091781 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10091806 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10091867 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10092278 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10092671 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10092696 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10093107 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10093210 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10093936 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10094064 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10094209 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10094738 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10095493 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10095629 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10095678 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10096720 : VW IT Software Requisition Request,1,0.0
VWITS_REQ10096843 : VWITS - Server Requisition/Change Request- requester details.,1,0.0
