Title,Incident_Count
VWITS_Please provide KIRA Role for user : A38V6TK–  V:VWAG_VWDMS_USER V:VWAG_COCOADEVSTACK_RDR,1
"VWITS_Please provide KIRA role for T1G4O4O,  V:VWAG_VWDMS_USER  V:VWAG_COCOADEVSTACK_RDR",1
VWITS_Please provide MS Teams recording access with transcription,1
VWITS_Please provide Nodejs vesion 16 or above,1
VWITS_Please provide a temporary permission of MS Teams Meeting Recording,1
VWITS_Please provide access for manage engine self service portal to install required software.,1
VWITS_Please provide access to Citrix and SC3 to me.,1
Need Technical Assistance for SuccessFactors,1
VWITS_Please provide access to the team recording.,1
VWITS_Please provide admin access to install Citrix application,1
VWITS_Please provide admin access to my new laptop.,1
VWITS_Please provide approval for Following Kira resources: V:VWAG_SERVICECENTER_USER,1
VWITS_Please provide information on how to get free to download and  use software.,1
VWITS_Please provide information on how to get free to download and use software.,1
VWITS_Please provide me MS Team recording access alongwith transcription,1
VWITS_Please provide me VSCODE and SAP HANA Studio software's. Getting error to install software's from Self-service portal,1
VWITS_Please provide me access for VWITS RPA in JIRA,1
Need access to the shared location,1
VWITS_Please provide me the access to Udemy Business Account,1
VWITS_Please provide public IP address to this machine so I can provide this to whitelist VW south Africa network,1
VWITS_Please provide self service portal access for self installing softwares,1
VWITS_Please provide teams meeting recording access for recording KT sessions,1
VWITS_Please provide the Dev stack(Cocoa Dev stack) account access to me,1
Need access username to log into success factor,1
VWITS_Please provide the access on  SQL Server Management Studio (SSMS),1
VWITS_Please provide the admin access since i have to install many softwares on regular basis as part of Dev Team,1
VWITS_Please provide the approval for below mentioned KIRA resource,1
VWITS_Please provide virtual smartcard functionality for myself.,1
VWITS_Please push Smart desktop app-VWVITHLPUB133,1
"VWITS_Please push the update in my laptop, I am getting frequently this Pop-up",1
VWITS_Please raise a Devstack access for new joiner,1
VWITS_Please raise a ticket to IT help desk.,1
"VWITS_Please raise an incident with VITI R: Hinjewadi, VWITS_SF_Support <REDACTED_EMAIL_ADDRESS>\r\n\r\nI'm facing issue while login Sucessfactor application after Email migration.",1
VWITS_Please raise the ticket and assign to KAM team for bit bucket access for Darshan Tapal Corp Id : TAAM22J,1
VWITS_Please reactivate my Pulse application account.,1
VWITS_Please refer attached screenshot and kindly reopen IR29552795,1
VWITS_Please remove Zscaler 4.5.0.325 installation package.,1
VWITS_Please remove cache and temp files,1
VWITS_Please remove deployment of 'Adobe AcrobatUpd 24.005.20320' from my system,1
VWITS_Please remove installation of following application from Software Center,1
VWITS_Please remove shweta.kompelli@volkswagen.co.in from DL - vwitsdlsccmman@volkswagen.co.in,1
VWITS_Please remove the applications ASP.NET MVC 2 and Data Exchange Layer 6.0 as these applications was not requested by me.,1
VWITS_Please remove the unwanted softwares from my system.,1
VWITS_Please remove the user APAC\\AP1RQXX from Administrators of my computer. Hostname: VWVITHCPUA212,1
VWITS_Please remove user,1
VWITS_Please reopen the ticket #RR22371799 - Opened - VWITS_New Request [REQ11483665 / RITM16627388] to IT Service Desk For IT Security Exception Reporting Form. The request is not yet fulfilled.,1
VWITS_Please replace my mouse...it doesn't work properly. I have also tried with a new battery.,1
VWITS_Please reset Laptop password,1
Need additional access for DLP implementation,1
VWITS_Please revoke Intellij License of,1
VWITS_Please revoke the IntelliJ Idea Ultimate license of user  immediate from today,1
VWITS_Please send me user id and password for success facto,1
VWITS_Please setup monitor on below location:8th floor for w/s 104 and w/s 105 reason:It's urgent as it is bit difficult to present laptop screen in meeting and It is not visible for onsite scania team members,1
VWITS_Please share link for self service portal to download Pycharm community edition,1
VWITS_Please software uninstalled SAP NetWeaver Business client,1
VWITS_Please stop installing Zoho_ManageEngine_x86_11.2.2325.30-0001_en-US on my client,1
"VWITS_Please support to install DevExpress on my system, License is already provided",1
VWITS_Please unable my soft PKI card in my laptop,1
VWITS_Please uninstall PUTTY (.83 version) and Install PUTTY CAC,1
VWITS_Please uninstall SAP NetWeaver Business Client as no longer needed.,1
"VWITS_Please uninstall Unreal engine 5.2 on my machine, machine id : VWVITHLBLR61",1
VWITS_Please uninstall Unreal engine 5.2 on my machine.,1
VWITS_Please uninstall and reinstall A360 bot,1
VWITS_Please uninstall the unsupported verison of Mozila firefox,1
VWITS_Please uninstall unsupported Mozilla application (Mozilla Firefox x64,1
VWITS_Please unlock the account of mentioned user.,1
VWITS_Please unlock window account.,1
VWITS_Please update CONNECTversion to 8.2.0.80,1
VWITS_Please update PostgreSQL version to 17.8 to follow the latest security advisory,1
VWITS_Please update and reinstall for Professional as mentioned in RR21118477.,1
"VWITS_Please update my Zscaler Policy to ZPA Always ON, need it for connecting my client's SAP system.",1
VWITS_Please update my keepass to latest version,1
VWITS_Please update the version of VMware Horizon client on my machine.,1
VWITS_Please upgrade the mendix software to 10.18.4 version.,1
VWITS_Pls add edge extension.(GGN),1
VWITS_Pls add my email id,1
VWITS_Pls help to change environment variables.(GGN),1
VWITS_Pls install Firefox on my laptop as I need 2 browsers for my work. Thnaks,1
VWITS_Pls install virtual smart card on my laptop.(GGN),1
VWITS_Png file not open corrupted- Congo,1
VWITS_Pointing device on my laptop is malfunctioning,1
VWITS_Policies and guidelines list is unavailable under one connect page.,1
VWITS_Policy update for Zscaler,1
VWITS_Poly Studio Camera from Mr. Matthias Fischer cabin not working. Required IT support.,1
VWITS_Poly device camera  is not working in  6 packs meeting room,1
VWITS_Poolparty Unifiedviews,1
VWITS_Pop up is coming up IMS Office-GGN,1
VWITS_Popup for software installation failed-Congo,1
VWITS_Popup not showing in MS Teams,1
VWITS_Porsche URL :- https://itsm-smartit.helix.porsche.services/ for ticketing not working from hudson.,1
VWITS_Port need configure for Two CPU lan connectivity,1
VWITS_Port reconfiguration for CCTV,1
VWITS_Post Docker installation facing WSL  error,1
"VWITS_Post switched to new PKI, I am not able to access or open old documents like excel files, word files also secured emails",1
VWITS_PostgreSQL Version 16 install,1
VWITS_Postman Installation on MAC,1
VWITS_Postman is not opening in my system,1
VWITS_Power Automate,1
VWITS_Power BI installation on my laptop,1
VWITS_Power BI is not updating.,1
VWITS_Power aap issue,1
VWITS_Power automate not working,1
VWITS_PowerBi Tenant Settings,1
VWITS_Powerpoint - Think-cell update is opening on every moring when i open Powerpoint.,1
"VWITS_Powershell not Working ,getting error as 'command not recognized.'",1
VWITS_Practo Premium plan got deactivated after migrating to vwdgs.in domain. Please reactivate it.,1
"VWITS_Previously, I had raised a query regarding Outlook, Teams, and other corporate applications not working on my laptop. As per IT Team suggestion, I tried connecting through an Airtel network, and the issue was resolved. However, yesterday I attempted",1
VWITS_Print Setup Required _ 9th Floor Ganges Building!,1
VWITS_Print is not coming.,1
VWITS_Print is not coming.(GGN),1
VWITS_Print issue,1
VWITS_Print not shown in print- Congo,1
VWITS_Print not shown in printer,1
VWITS_Print not shown in printer-Congo,1
VWITS_Printer,1
"VWITS_Printer 'manual login' is not working at Ganges, Bangalore, Gurgaon and Congo location, (note: card login is working)",1
Need assistance regarding adding the name in insurance,1
VWITS_Printer Access 8th floor congo,1
VWITS_Printer Access Congo building 8th floor,1
VWITS_Printer Access issue,1
Need help from SF backend for reporting change for Vaibhav Nikam : New Joinee at FAP Columbus project,1
VWITS_Printer Configuration Required,1
VWITS_Printer Configuration _Ganges loaction,1
VWITS_Printer Configuration _Ganges location,1
VWITS_Printer Configuration in my system _Ganges location,1
Need to Administer time for 26th September,1
Need to apply casual leave for 16th 24th and 26th December,1
VWITS_Printer Installation - Ganges,1
VWITS_Printer Installation -Ganges,1
"Need to apply sick leave from backend for 3rd and 4th March, 2025",1
VWITS_Printer Installation assign to PK,1
VWITS_Printer Not working -,1
"VWITS_Printer \""Print2me_iDOMP_Color\"" is not working, getting user already login.",1
Need to change working days on SuccessFactor,1
VWITS_Printer access for congo,1
"VWITS_Printer access not there,requested for one",1
VWITS_Printer access required,1
VWITS_Printer access to Bengaluru Gravity at Prestige Tech park office,1
VWITS_Printer access to ganges 9th floor,1
VWITS_Printer activation,1
VWITS_Printer addition request,1
"VWITS_Printer at 8th floor in Congo building is not working,",1
VWITS_Printer card registration to take printout,1
VWITS_Printer config and access,1
VWITS_Printer configaration.,1
Need to regularized attendance,1
VWITS_Printer configuration Ganges,1
VWITS_Printer configuration on my laptop,1
VWITS_Printer configured in my laptop is not working.,1
VWITS_Printer connect request,1
"VWITS_Printer driver installation, GGN",1
VWITS_Printer installation,1
"VWITS_Printer installation , assign to PK",1
VWITS_Printer installation - Ganges,1
VWITS_Printer installation Ganges,1
VWITS_Printer installation for paramjeet chhabra user,1
VWITS_Printer installation for vikrant sehgal user,1
Need to remove completed trainings from To Do List,1
VWITS_Printer installation on my machine for 8th floor printer,1
VWITS_Printer is not connectted showing the error,1
VWITS_Printer is not receiving any requests from laptop earlier there was issue is ID car not found then I registered manually but now prints are not receiving at printer.,1
VWITS_Printer is not working 6th Floor Hudson,1
VWITS_Printer is not working for RA system in PKI room,1
VWITS_Printer is not working in new Bangalore office.,1
Need to renew secret key for Touch One reservation system (9790),1
VWITS_Printer issue - not working. Legic was updated in VCD but now it does not show. Unable to print.,1
VWITS_Printer issue 9th floor A wing Reception,1
VWITS_Printer login not working,1
VWITS_Printer not able to print,1
VWITS_Printer not configured,1
VWITS_Printer not setup and cannot print any of the document from printer.,1
Need to update Out time in SF,1
Not Receiving Password Reset Email for SuccessFactors,1
VWITS_Printer not working Hudson 7th floor,1
"VWITS_Printer not working at Ganges Location, error- services has not replied in time",1
VWITS_Printer not working at Ganges location - error- The service has not replied in time,1
VWITS_Printer on 10th floor is not functional,1
VWITS_Printer on 6ht floor reception Hudson is not working and does not work most of the time,1
VWITS_Printer on 6th Floor of Hudson is not working,1
VWITS_Printer on 8th floor is not working please address ASAP,1
VWITS_Printer port hang issue 3rd time-Lan port D-098 Hudson 6th floor,1
VWITS_Printer queue not showing,1
VWITS_Printer setup,1
VWITS_Printer setup as shifted to Hudson 6th floor,1
"VWITS_Printer showing network issue: these are the port numbers near printer 130, 141, 129",1
VWITS_Printer2Me printer not working at my end.,1
"VWITS_Printers has been removed after getting new laptop, this needs to be added again.",1
VWITS_Prints not coming ... stucked in queue,1
VWITS_Probation period completed form not opening,1
VWITS_Problem Logging in to AFM application Please Help,1
"VWITS_Problem facing to log in for Success Factor, need help of IT support for that",1
VWITS_Problem with audio for Udemy training site,1
"VWITS_Problem with connect software, after logged in logs out automatically and does not run in smooth manner.",1
VWITS_Problem: PKI Card recognition failed.(Smartcard Not detected.),1
VWITS_Process Designer Software not able to start.,1
VWITS_Process designer is not getting started as Indian server is not available,1
VWITS_Profile issue- Congo,1
VWITS_Profile temp issue,1
VWITS_Project Requirement - Java 21 needed for installation of vocbench,1
VWITS_Project group is not showing in Google cloud,1
VWITS_Project team is not able to access MS Team Channel,1
VWITS_Project team mailbox is not syncing in outlook.,1
VWITS_Project/DLV for PowerCo ServiceNow not available in Kytes,1
VWITS_Provide AVVC Support for Udemy Learning Workshop,1
"VWITS_Provide AVVC Support in innovation meeting topic of meeting,",1
VWITS_Provide AVVC Support in old Cafeteria meeting topic of meeting. The learning Academy Event is 16-07-2025,1
VWITS_Provide me with access to the below url :\r\nhttps://vwits.scania.com/\r\n\r\n,1
VWITS_Providing AVVC Support,1
VWITS_Providing AVVC Support for BollyX Fitness Session,1
VWITS_Providing AVVC Support for BollyX Fitness Session Join In!,1
"VWITS_Providing AVVC Support for Stakeholder Management Meeting in Innovation Room, Gurugram",1
"VWITS_Providing AVVC Support for Udemy Learning Workshop in Innovation Room, Gurugram",1
VWITS_Providing AVVC support for the PD All-Hands Meeting scheduled on 19th August 2025 at the GGN location.,1
Not able the login into SF,1
VWITS_Proxy Error while installing swagger,1
